Year,Agency ID,County,Total Children Served, Expenditure ,
2021,DOE,Bledsoe,1488,522630.00,
2021,DOE,Bledsoe,1580,2448.00,
2021,DOE,Bledsoe,1494,46820.00,
2021,DOE,Bledsoe,14,75989.00,
2021,DOE,Bledsoe,78,428229.00,
2021,DOE,Blount,60,82129.00,
2021,DOE,Blount,19926,227689.00,
2021,DOE,Blount,3074,157315.00,
2021,DOE,Blount,17789,305000.00,
2021,DOE,Blount,207,15009.00,
2021,DOE,Blount,19926,3220015.00,
2021,DOE,Blount,45,45494.00,
2021,DOE,Blount,3074,502570.00,
2021,DOE,Blount,401,55148.00,
2021,DOE,Blount,19911,231626.00,
2021,DOE,Blount,18056,2696485.00,
2021,DOE,Blount,18056,10314310.00,
2021,DOE,Blount,4068,89433.00,
2021,DOE,Blount,4462,4285096.00,
2021,DOE,Blount,255,162559.00,
2021,DOE,Blount,272,758135.00,
2021,DOE,Blount,71,6871.00,
2021,DOE,Blount,10295,5850920.00,
2021,DOE,Blount,9805,2196896.00,
2021,DOE,Blount,17683,317100.00,
2021,DOE,Blount,187,1014990.00,
2021,DOE,Blount,54,48931.00,
2021,DOE,Blount,278,902823.00,
2021,DOE,Bradley,28,73680.00,
2021,DOE,Bradley,17087,256151.00,
2021,DOE,Bradley,3163,117766.00,
2021,DOE,Bradley,15256,220000.00,
2021,DOE,Bradley,365,26465.00,
2021,DOE,Bradley,17087,3758809.00,
2021,DOE,Bradley,21,21231.00,
2021,DOE,Bradley,3164,593907.00,
2021,DOE,Bradley,725,99294.00,
2021,DOE,Bradley,17081,270368.00,
2021,DOE,Bradley,15833,2906394.00,
2021,DOE,Bradley,15833,12417161.00,
2021,DOE,Bradley,1369,7000.00,
2021,DOE,Bradley,3752,3605803.00,
2021,DOE,Bradley,162,148622.00,
2021,DOE,Bradley,1788,1510445.00,
2021,DOE,Bradley,917,45850.00,
2021,DOE,Bradley,10659,4842854.00,
2021,DOE,Bradley,11541,1957431.00,
2021,DOE,Bradley,9941,15408.00,
2021,DOE,Bradley,14990,317870.00,
2021,DOE,Bradley,5538,35000.00,
2021,DOE,Bradley,139,754458.00,
2021,DOE,Bradley,413,850642.00,
2021,DOE,Bradley,175,2095200.00,
2021,DOE,Campbell,45,59510.00,
2021,DOE,Campbell,5964,109956.00,
2021,DOE,Campbell,5101,100000.00,
2021,DOE,Campbell,110,7976.00,
2021,DOE,Campbell,5964,2108004.00,
2021,DOE,Campbell,245,100000.00,
2021,DOE,Campbell,1669,261957.00,
2021,DOE,Campbell,5961,151625.00,
2021,DOE,Campbell,4827,98996.00,
2021,DOE,Campbell,5255,1953048.00,
2021,DOE,Campbell,5255,7045983.00,
2021,DOE,Campbell,386,60784.00,
2021,DOE,Campbell,1091,1422638.00,
2021,DOE,Campbell,87,57303.00,
2021,DOE,Campbell,357,30413.00,
2021,DOE,Campbell,2025,101250.00,
2021,DOE,Campbell,2890,2204645.00,
2021,DOE,Campbell,4017,948050.00,
2021,DOE,Campbell,5101,7907.00,
2021,DOE,Campbell,4938,116200.00,
2021,DOE,Campbell,30,162833.00,
2021,DOE,Campbell,326,322959.00,
2021,DOE,Campbell,5131,40698.00,
2021,DOE,Campbell,99,682031.00,
2021,DOE,Cannon,93,83686.00,
2021,DOE,Cannon,2229,34085.00,
2021,DOE,Cannon,473,22000.00,
2021,DOE,Cannon,1917,90000.00,
2021,DOE,Cannon,84,6091.00,
2021,DOE,Cannon,2229,479012.00,
2021,DOE,Cannon,473,79260.00,
2021,DOE,Cannon,2228,34463.00,
2021,DOE,Cannon,1944,371004.00,
2021,DOE,Cannon,1944,1601093.00,
2021,DOE,Cannon,2264,15000.00,
2021,DOE,Cannon,530,587336.00,
2021,DOE,Cannon,40,17263.00,
2021,DOE,Cannon,102,12404.00,
2021,DOE,Cannon,1005,477621.00,
2021,DOE,Cannon,1107,244550.00,
2021,DOE,Cannon,1917,2972.00,
2021,DOE,Cannon,1807,47030.00,
2021,DOE,Cannon,27,146549.00,
2021,DOE,Cannon,79,73725.00,
2021,DOE,Cannon,83,410666.00,
2021,DOE,Carroll,17,41760.00,
2021,DOE,Carroll,4414,94382.00,
2021,DOE,Carroll,269,5000.00,
2021,DOE,Carroll,4,95000.00,
2021,DOE,Carroll,139,10078.00,
2021,DOE,Carroll,4414,1403411.00,
2021,DOE,Carroll,1162,204110.00,
2021,DOE,Carroll,13,1788.00,
2021,DOE,Carroll,4412,102685.00,
2021,DOE,Carroll,77,26000.00,
2021,DOE,Carroll,3893,79829.00,
2021,DOE,Carroll,4387,1071206.00,
2021,DOE,Carroll,4387,4690888.00,
2021,DOE,Carroll,1264,1149354.00,
2021,DOE,Carroll,76,72646.00,
2021,DOE,Carroll,43,2137.00,
2021,DOE,Carroll,3366,1677793.00,
2021,DOE,Carroll,2914,805871.00,
2021,DOE,Carroll,2076,3218.00,
2021,DOE,Carroll,4210,111270.00,
2021,DOE,Carroll,617,35000.00,
2021,DOE,Carroll,35,189971.00,
2021,DOE,Carroll,450,836970.00,
2021,DOE,Carter,283,330222.00,
2021,DOE,Carter,7811,155545.00,
2021,DOE,Carter,558,14425.00,
2021,DOE,Carter,7316,185000.00,
2021,DOE,Carter,194,14066.00,
2021,DOE,Carter,7811,2795498.00,
2021,DOE,Carter,2187,374396.00,
2021,DOE,Carter,22,3026.00,
2021,DOE,Carter,7811,201083.00,
2021,DOE,Carter,115,23000.00,
2021,DOE,Carter,7421,2224089.00,
2021,DOE,Carter,7421,9214133.00,
2021,DOE,Carter,1600,29611.00,
2021,DOE,Carter,2370,2052054.00,
2021,DOE,Carter,107,90951.00,
2021,DOE,Carter,1629,1221310.00,
2021,DOE,Carter,84,5021.00,
2021,DOE,Carter,3929,1841174.00,
2021,DOE,Carter,4931,871327.00,
2021,DOE,Carter,7370,11424.00,
2021,DOE,Carter,7204,170130.00,
2021,DOE,Carter,2546,105000.00,
2021,DOE,Carter,108,586197.00,
2021,DOE,Carter,149,236815.00,
2021,DOE,Carter,176,705716.00,
2021,DOE,Cheatham,6623,72443.00,
2021,DOE,Cheatham,896,50000.00,
2021,DOE,Cheatham,5874,105000.00,
2021,DOE,Cheatham,6623,853363.00,
2021,DOE,Cheatham,896,158887.00,
2021,DOE,Cheatham,106,14578.00,
2021,DOE,Cheatham,6621,59569.00,
2021,DOE,Cheatham,5772,769981.00,
2021,DOE,Cheatham,5772,2767863.00,
2021,DOE,Cheatham,1746,1406656.00,
2021,DOE,Cheatham,83,38925.00,
2021,DOE,Cheatham,896,828282.00,
2021,DOE,Cheatham,211,7230.00,
2021,DOE,Cheatham,3002,1353280.00,
2021,DOE,Cheatham,3411,514159.00,
2021,DOE,Cheatham,5874,9104.00,
2021,DOE,Cheatham,5574,129250.00,
2021,DOE,Cheatham,33,179116.00,
2021,DOE,Cheatham,56,86082.00,
2021,DOE,Cheatham,5691,27534.00,
2021,DOE,Cheatham,58,485701.00,
2021,DOE,Chester,2853,44159.00,
2021,DOE,Chester,2753,90000.00,
2021,DOE,Chester,118,8556.00,
2021,DOE,Chester,2853,648978.00,
2021,DOE,Chester,17,17187.00,
2021,DOE,Chester,569,102590.00,
2021,DOE,Chester,2850,46687.00,
2021,DOE,Chester,2604,53395.00,
2021,DOE,Chester,2716,535860.00,
2021,DOE,Chester,2716,2169203.00,
2021,DOE,Chester,498,29388.00,
2021,DOE,Chester,649,7000.00,
2021,DOE,Chester,584,673768.00,
2021,DOE,Chester,45,16119.00,
2021,DOE,Chester,152,6260.00,
2021,DOE,Chester,1661,769607.00,
2021,DOE,Chester,1742,371334.00,
2021,DOE,Chester,2753,4268.00,
2021,DOE,Chester,2617,70500.00,
2021,DOE,Chester,16,86844.00,
2021,DOE,Chester,2767,15000.00,
2021,DOE,Chester,100,208688.00,
2021,DOE,Claiborne,278,231755.00,
2021,DOE,Claiborne,4475,89583.00,
2021,DOE,Claiborne,1173,10000.00,
2021,DOE,Claiborne,3971,95000.00,
2021,DOE,Claiborne,4475,1544692.00,
2021,DOE,Claiborne,1173,215746.00,
2021,DOE,Claiborne,4475,111110.00,
2021,DOE,Claiborne,3759,77093.00,
2021,DOE,Claiborne,4082,1198323.00,
2021,DOE,Claiborne,4082,5163118.00,
2021,DOE,Claiborne,378,31110.00,
2021,DOE,Claiborne,1154,1251099.00,
2021,DOE,Claiborne,63,43959.00,
2021,DOE,Claiborne,787,39350.00,
2021,DOE,Claiborne,3421,1414328.00,
2021,DOE,Claiborne,3367,1265008.00,
2021,DOE,Claiborne,3971,6155.00,
2021,DOE,Claiborne,3916,95120.00,
2021,DOE,Claiborne,26,141122.00,
2021,DOE,Claiborne,93,603510.00,
2021,DOE,Clay,1187,23732.00,
2021,DOE,Clay,354,78000.00,
2021,DOE,Clay,1053,90000.00,
2021,DOE,Clay,1187,435205.00,
2021,DOE,Clay,354,57148.00,
2021,DOE,Clay,1187,31312.00,
2021,DOE,Clay,1040,21326.00,
2021,DOE,Clay,1091,352997.00,
2021,DOE,Clay,1091,1454668.00,
2021,DOE,Clay,218,29611.00,
2021,DOE,Clay,292,273145.00,
2021,DOE,Clay,26,11722.00,
2021,DOE,Clay,71,6843.00,
2021,DOE,Clay,688,335434.00,
2021,DOE,Clay,741,132124.00,
2021,DOE,Clay,1053,1632.00,
2021,DOE,Clay,1031,27830.00,
2021,DOE,Clay,7,37994.00,
2021,DOE,Clay,52,56317.00,
2021,DOE,Clay,68,313971.00,
2021,DOE,Cocke,4515,385000.00,
2021,DOE,Cocke,256,352329.00,
2021,DOE,Cocke,4643,127216.00,
2021,DOE,Cocke,1453,26000.00,
2021,DOE,Cocke,5013,165000.00,
2021,DOE,Cocke,244,17692.00,
2021,DOE,Cocke,5386,2628289.00,
2021,DOE,Cocke,1838,311000.00,
2021,DOE,Cocke,25,3438.00,
2021,DOE,Cocke,5384,189057.00,
2021,DOE,Cocke,4691,96204.00,
2021,DOE,Cocke,5009,2033515.00,
2021,DOE,Cocke,5009,8785030.00,
2021,DOE,Cocke,2024,29611.00,
2021,DOE,Cocke,1488,1339266.00,
2021,DOE,Cocke,59,64953.00,
2021,DOE,Cocke,208,16520.00,
2021,DOE,Cocke,2813,1917433.00,
2021,DOE,Cocke,4061,881293.00,
2021,DOE,Cocke,5022,7785.00,
2021,DOE,Cocke,4931,115600.00,
2021,DOE,Cocke,4277,245000.00,
2021,DOE,Cocke,27,146549.00,
2021,DOE,Cocke,197,179509.00,
2021,DOE,Cocke,4446,72725.00,
2021,DOE,Cocke,132,477914.00,
2021,DOE,Coffee,353,510996.00,
2021,DOE,Coffee,8759,171951.00,
2021,DOE,Coffee,1935,111860.00,
2021,DOE,Coffee,9149,261000.00,
2021,DOE,Coffee,232,16822.00,
2021,DOE,Coffee,10028,2460992.00,
2021,DOE,Coffee,1935,406497.00,
2021,DOE,Coffee,235,32319.00,
2021,DOE,Coffee,10026,177035.00,
2021,DOE,Coffee,4556,93419.00,
2021,DOE,Coffee,9397,1709362.00,
2021,DOE,Coffee,9397,8225842.00,
2021,DOE,Coffee,2613,119966.00,
2021,DOE,Coffee,2566,2454161.00,
2021,DOE,Coffee,143,78862.00,
2021,DOE,Coffee,734,759500.00,
2021,DOE,Coffee,892,96801.00,
2021,DOE,Coffee,2963,148150.00,
2021,DOE,Coffee,6221,3099103.00,
2021,DOE,Coffee,6453,1360346.00,
2021,DOE,Coffee,9149,14182.00,
2021,DOE,Coffee,8926,187960.00,
2021,DOE,Coffee,56,303954.00,
2021,DOE,Coffee,445,629051.00,
2021,DOE,Coffee,4259,33701.00,
2021,DOE,Coffee,274,1291402.00,
2021,DOE,Crockett,108,91694.00,
2021,DOE,Crockett,1831,43599.00,
2021,DOE,Crockett,2865,245000.00,
2021,DOE,Crockett,176,12761.00,
2021,DOE,Crockett,2542,655481.00,
2021,DOE,Crockett,590,102997.00,
2021,DOE,Crockett,130,17878.00,
2021,DOE,Crockett,2541,50988.00,
2021,DOE,Crockett,1871,38364.00,
2021,DOE,Crockett,2972,517660.00,
2021,DOE,Crockett,2972,2190939.00,
2021,DOE,Crockett,502,26390.00,
2021,DOE,Crockett,197,5000.00,
2021,DOE,Crockett,620,680702.00,
2021,DOE,Crockett,36,32742.00,
2021,DOE,Crockett,113,9416.00,
2021,DOE,Crockett,754,37700.00,
2021,DOE,Crockett,2103,967440.00,
2021,DOE,Crockett,1605,562704.00,
2021,DOE,Crockett,2869,4447.00,
2021,DOE,Crockett,2847,76090.00,
2021,DOE,Crockett,361,35000.00,
2021,DOE,Crockett,14,75989.00,
2021,DOE,Crockett,251,749660.00,
2021,DOE,Cumberland,7742,125655.00,
2021,DOE,Cumberland,1856,35000.00,
2021,DOE,Cumberland,9011,100000.00,
2021,DOE,Cumberland,7742,2017407.00,
2021,DOE,Cumberland,75,100000.00,
2021,DOE,Cumberland,1856,294559.00,
2021,DOE,Cumberland,134,18429.00,
2021,DOE,Cumberland,7738,145997.00,
2021,DOE,Cumberland,163,36000.00,
2021,DOE,Cumberland,6785,139148.00,
2021,DOE,Cumberland,7177,1697533.00,
2021,DOE,Cumberland,7177,6740239.00,
2021,DOE,Cumberland,632,29611.00,
2021,DOE,Cumberland,1762,1554112.00,
2021,DOE,Cumberland,122,51612.00,
2021,DOE,Cumberland,1856,974100.00,
2021,DOE,Cumberland,2619,241795.00,
2021,DOE,Cumberland,5359,2617353.00,
2021,DOE,Cumberland,5459,1307787.00,
2021,DOE,Cumberland,7011,10868.00,
2021,DOE,Cumberland,6583,133960.00,
2021,DOE,Cumberland,88,477642.00,
2021,DOE,Cumberland,157,146086.00,
2021,DOE,Cumberland,73,1064243.00,
2021,DOE,Davidson,311,609012.00,
2021,DOE,Davidson,97046,1798048.00,
2021,DOE,Davidson,21500,14880.00,
2021,DOE,Davidson,6056,1653750.00,
2021,DOE,Davidson,82356,230000.00,
2021,DOE,Davidson,97046,37440975.00,
2021,DOE,Davidson,8114,5863584.00,
2021,DOE,Davidson,186,188042.00,
2021,DOE,Davidson,21735,4284009.00,
2021,DOE,Davidson,15501,2131814.00,
2021,DOE,Davidson,216,94734.00,
2021,DOE,Davidson,97006,2694709.00,
2021,DOE,Davidson,3309,325447.00,
2021,DOE,Davidson,80812,26304794.00,
2021,DOE,Davidson,80812,124400553.00,
2021,DOE,Davidson,16833,214330.00,
2021,DOE,Davidson,17701,20354215.00,
2021,DOE,Davidson,757,424704.00,
2021,DOE,Davidson,13617,680950.00,
2021,DOE,Davidson,26022,10404167.00,
2021,DOE,Davidson,47072,5332899.00,
2021,DOE,Davidson,78661,1155808.00,
2021,DOE,Davidson,825,4477896.00,
2021,DOE,Davidson,885,2198313.00,
2021,DOE,Davidson,99,3846245.00,
2021,DOE,Davidson,68,23712.00,
2021,DOE,Decatur,114,90179.00,
2021,DOE,Decatur,1826,30651.00,
2021,DOE,Decatur,412,1200.00,
2021,DOE,Decatur,1502,93000.00,
2021,DOE,Decatur,1826,476747.00,
2021,DOE,Decatur,412,72167.00,
2021,DOE,Decatur,10,1375.00,
2021,DOE,Decatur,1825,34300.00,
2021,DOE,Decatur,1446,29654.00,
2021,DOE,Decatur,1482,397053.00,
2021,DOE,Decatur,1482,1593522.00,
2021,DOE,Decatur,169,29611.00,
2021,DOE,Decatur,492,441654.00,
2021,DOE,Decatur,40,40730.00,
2021,DOE,Decatur,148,15571.00,
2021,DOE,Decatur,921,435981.00,
2021,DOE,Decatur,847,237164.00,
2021,DOE,Decatur,1502,2327.00,
2021,DOE,Decatur,1413,35900.00,
2021,DOE,Decatur,1413,31248.00,
2021,DOE,Decatur,15,81416.00,
2021,DOE,Decatur,91,57034.00,
2021,DOE,Decatur,1182,21326.00,
2021,DOE,Decatur,97,283303.00,
2021,DOE,DeKalb,98,83952.00,
2021,DOE,DeKalb,3214,53561.00,
2021,DOE,DeKalb,748,10000.00,
2021,DOE,DeKalb,2771,100000.00,
2021,DOE,DeKalb,3214,948678.00,
2021,DOE,DeKalb,748,126103.00,
2021,DOE,DeKalb,161,22142.00,
2021,DOE,DeKalb,3213,67355.00,
2021,DOE,DeKalb,2741,56209.00,
2021,DOE,DeKalb,2933,782053.00,
2021,DOE,DeKalb,2933,2980856.00,
2021,DOE,DeKalb,888,715864.00,
2021,DOE,DeKalb,46,28804.00,
2021,DOE,DeKalb,1801,801798.00,
2021,DOE,DeKalb,2268,346413.00,
2021,DOE,DeKalb,2813,4360.00,
2021,DOE,DeKalb,2819,66080.00,
2021,DOE,DeKalb,23,124838.00,
2021,DOE,DeKalb,176,157500.00,
2021,DOE,DeKalb,2821,12980.00,
2021,DOE,DeKalb,76,438746.00,
2021,DOE,Dickson,9131,127125.00,
2021,DOE,Dickson,1419,15000.00,
2021,DOE,Dickson,7978,100000.00,
2021,DOE,Dickson,9131,1782147.00,
2021,DOE,Dickson,1419,291565.00,
2021,DOE,Dickson,168,23104.00,
2021,DOE,Dickson,9128,128189.00,
2021,DOE,Dickson,8079,1422463.00,
2021,DOE,Dickson,8079,5956809.00,
2021,DOE,Dickson,8000,15000.00,
2021,DOE,Dickson,2168,1953116.00,
2021,DOE,Dickson,112,66253.00,
2021,DOE,Dickson,3458,291393.00,
2021,DOE,Dickson,4242,195260.00,
2021,DOE,Dickson,5020,927438.00,
2021,DOE,Dickson,7978,12365.00,
2021,DOE,Dickson,7854,159650.00,
2021,DOE,Dickson,7854,175000.00,
2021,DOE,Dickson,66,358232.00,
2021,DOE,Dickson,71,457147.00,
2021,DOE,Dyer,6599,120240.00,
2021,DOE,Dyer,806,24760.00,
2021,DOE,Dyer,6166,195000.00,
2021,DOE,Dyer,273,19794.00,
2021,DOE,Dyer,6599,2079182.00,
2021,DOE,Dyer,1547,285802.00,
2021,DOE,Dyer,29,3988.00,
2021,DOE,Dyer,6594,149563.00,
2021,DOE,Dyer,6059,124244.00,
2021,DOE,Dyer,6265,1571052.00,
2021,DOE,Dyer,6265,6762533.00,
2021,DOE,Dyer,2246,88834.00,
2021,DOE,Dyer,1090,7000.00,
2021,DOE,Dyer,1788,1556012.00,
2021,DOE,Dyer,110,63091.00,
2021,DOE,Dyer,788,39400.00,
2021,DOE,Dyer,4199,1914367.00,
2021,DOE,Dyer,4331,667344.00,
2021,DOE,Dyer,6174,9570.00,
2021,DOE,Dyer,6127,135880.00,
2021,DOE,Dyer,6127,245000.00,
2021,DOE,Dyer,41,222538.00,
2021,DOE,Dyer,127,160233.00,
2021,DOE,Dyer,140,1270527.00,
2021,DOE,Fayette,3498,385000.00,
2021,DOE,Fayette,4,70430.00,
2021,DOE,Fayette,5668,84752.00,
2021,DOE,Fayette,3215,85000.00,
2021,DOE,Fayette,5668,1197483.00,
2021,DOE,Fayette,214,100000.00,
2021,DOE,Fayette,1068,196817.00,
2021,DOE,Fayette,84,11552.00,
2021,DOE,Fayette,5668,86138.00,
2021,DOE,Fayette,5,26000.00,
2021,DOE,Fayette,3056,62667.00,
2021,DOE,Fayette,3167,967476.00,
2021,DOE,Fayette,3167,4002575.00,
2021,DOE,Fayette,295,15000.00,
2021,DOE,Fayette,928,1085553.00,
2021,DOE,Fayette,53,37331.00,
2021,DOE,Fayette,96,8645.00,
2021,DOE,Fayette,1278,63900.00,
2021,DOE,Fayette,1311,644992.00,
2021,DOE,Fayette,2208,221437.00,
2021,DOE,Fayette,3215,4983.00,
2021,DOE,Fayette,3070,65290.00,
2021,DOE,Fayette,43,233393.00,
2021,DOE,Fayette,82,126279.00,
2021,DOE,Fayette,86,662669.00,
2021,DOE,Fentress,2294,46988.00,
2021,DOE,Fentress,2085,90000.00,
2021,DOE,Fentress,2294,897645.00,
2021,DOE,Fentress,691,113434.00,
2021,DOE,Fentress,2294,64572.00,
2021,DOE,Fentress,1987,40753.00,
2021,DOE,Fentress,2225,736879.00,
2021,DOE,Fentress,2225,3000370.00,
2021,DOE,Fentress,614,520844.00,
2021,DOE,Fentress,80,31134.00,
2021,DOE,Fentress,53,4181.00,
2021,DOE,Fentress,1615,813565.00,
2021,DOE,Fentress,1862,234421.00,
2021,DOE,Fentress,2085,3232.00,
2021,DOE,Fentress,1933,49270.00,
2021,DOE,Fentress,32,173688.00,
2021,DOE,Fentress,86,107321.00,
2021,DOE,Fentress,87,597317.00,
2021,DOE,Franklin,6101,91815.00,
2021,DOE,Franklin,1123,60000.00,
2021,DOE,Franklin,5013,236000.00,
2021,DOE,Franklin,6101,1301375.00,
2021,DOE,Franklin,1123,213422.00,
2021,DOE,Franklin,116,15953.00,
2021,DOE,Franklin,6101,93610.00,
2021,DOE,Franklin,5137,1003928.00,
2021,DOE,Franklin,5137,4349833.00,
2021,DOE,Franklin,151,29611.00,
2021,DOE,Franklin,1416,1577017.00,
2021,DOE,Franklin,72,53479.00,
2021,DOE,Franklin,308,33473.00,
2021,DOE,Franklin,5190,2169885.00,
2021,DOE,Franklin,3640,1085333.00,
2021,DOE,Franklin,5013,7770.00,
2021,DOE,Franklin,4925,103900.00,
2021,DOE,Franklin,31,168260.00,
2021,DOE,Franklin,86,911149.00,
2021,DOE,Gibson,8811,143315.00,
2021,DOE,Gibson,1668,66335.00,
2021,DOE,Gibson,9797,445000.00,
2021,DOE,Gibson,91,6598.00,
2021,DOE,Gibson,8811,2006246.00,
2021,DOE,Gibson,1765,314512.00,
2021,DOE,Gibson,69,9489.00,
2021,DOE,Gibson,8802,147761.00,
2021,DOE,Gibson,3055,62652.00,
2021,DOE,Gibson,8923,1614306.00,
2021,DOE,Gibson,8923,6705858.00,
2021,DOE,Gibson,3547,59222.00,
2021,DOE,Gibson,2334,2288718.00,
2021,DOE,Gibson,134,67273.00,
2021,DOE,Gibson,517,1489000.00,
2021,DOE,Gibson,1296,177782.00,
2021,DOE,Gibson,1345,67250.00,
2021,DOE,Gibson,5952,2948145.00,
2021,DOE,Gibson,5710,1172891.00,
2021,DOE,Gibson,8709,13499.00,
2021,DOE,Gibson,8566,209000.00,
2021,DOE,Gibson,4371,210000.00,
2021,DOE,Gibson,88,477642.00,
2021,DOE,Gibson,377,620470.00,
2021,DOE,Gibson,1153,18435.00,
2021,DOE,Gibson,392,1942370.00,
2021,DOE,Giles,219,165687.00,
2021,DOE,Giles,4579,72491.00,
2021,DOE,Giles,3608,100000.00,
2021,DOE,Giles,231,16749.00,
2021,DOE,Giles,4579,1025175.00,
2021,DOE,Giles,838,169714.00,
2021,DOE,Giles,28,3851.00,
2021,DOE,Giles,4579,73745.00,
2021,DOE,Giles,3486,71479.00,
2021,DOE,Giles,3691,801986.00,
2021,DOE,Giles,3691,3426637.00,
2021,DOE,Giles,814,969329.00,
2021,DOE,Giles,47,30751.00,
2021,DOE,Giles,960,75012.00,
2021,DOE,Giles,425,21250.00,
2021,DOE,Giles,2205,941442.00,
2021,DOE,Giles,2777,519795.00,
2021,DOE,Giles,3608,5593.00,
2021,DOE,Giles,3571,73310.00,
2021,DOE,Giles,24,130266.00,
2021,DOE,Giles,94,440423.00,
2021,DOE,Grainger,59,81636.00,
2021,DOE,Grainger,3551,59857.00,
2021,DOE,Grainger,812,60000.00,
2021,DOE,Grainger,3205,100000.00,
2021,DOE,Grainger,110,7976.00,
2021,DOE,Grainger,3551,1025858.00,
2021,DOE,Grainger,812,140845.00,
2021,DOE,Grainger,46,6326.00,
2021,DOE,Grainger,3548,73794.00,
2021,DOE,Grainger,3025,62013.00,
2021,DOE,Grainger,3112,814913.00,
2021,DOE,Grainger,3112,3293690.00,
2021,DOE,Grainger,368,29611.00,
2021,DOE,Grainger,1218,918169.00,
2021,DOE,Grainger,69,46476.00,
2021,DOE,Grainger,65,4174.00,
2021,DOE,Grainger,2988,1327529.00,
2021,DOE,Grainger,2319,712248.00,
2021,DOE,Grainger,3205,4968.00,
2021,DOE,Grainger,3124,83630.00,
2021,DOE,Grainger,3124,70000.00,
2021,DOE,Grainger,24,130266.00,
2021,DOE,Grainger,33,55293.00,
2021,DOE,Grainger,95,422892.00,
2021,DOE,Greene,72,93512.00,
2021,DOE,Greene,10005,164589.00,
2021,DOE,Greene,493,48034.00,
2021,DOE,Greene,8946,195000.00,
2021,DOE,Greene,278,20157.00,
2021,DOE,Greene,10005,2703628.00,
2021,DOE,Greene,2192,386861.00,
2021,DOE,Greene,112,15403.00,
2021,DOE,Greene,10002,194475.00,
2021,DOE,Greene,8737,179154.00,
2021,DOE,Greene,9153,2032767.00,
2021,DOE,Greene,9153,8594659.00,
2021,DOE,Greene,2461,88835.00,
2021,DOE,Greene,2953,27000.00,
2021,DOE,Greene,2924,2447872.00,
2021,DOE,Greene,132,58250.00,
2021,DOE,Greene,282,24389.00,
2021,DOE,Greene,5281,2494032.00,
2021,DOE,Greene,6216,911621.00,
2021,DOE,Greene,6115,9479.00,
2021,DOE,Greene,8636,190590.00,
2021,DOE,Greene,8636,245000.00,
2021,DOE,Greene,90,488498.00,
2021,DOE,Greene,513,735162.00,
2021,DOE,Greene,190,1880032.00,
2021,DOE,Grundy,192,173321.00,
2021,DOE,Grundy,2124,39987.00,
2021,DOE,Grundy,626,40000.00,
2021,DOE,Grundy,1783,100000.00,
2021,DOE,Grundy,2124,707053.00,
2021,DOE,Grundy,626,95506.00,
2021,DOE,Grundy,2123,50864.00,
2021,DOE,Grundy,1860,38144.00,
2021,DOE,Grundy,1821,654906.00,
2021,DOE,Grundy,1821,2363318.00,
2021,DOE,Grundy,1050,29611.00,
2021,DOE,Grundy,592,651420.00,
2021,DOE,Grundy,34,33315.00,
2021,DOE,Grundy,268,32311.00,
2021,DOE,Grundy,1434,820041.00,
2021,DOE,Grundy,1623,358027.00,
2021,DOE,Grundy,1780,47960.00,
2021,DOE,Grundy,1780,35000.00,
2021,DOE,Grundy,17,92272.00,
2021,DOE,Grundy,49,84577.00,
2021,DOE,Grundy,98,185876.00,
2021,DOE,Hamblen,51,70567.00,
2021,DOE,Hamblen,11103,167342.00,
2021,DOE,Hamblen,2378,12000.00,
2021,DOE,Hamblen,10167,100000.00,
2021,DOE,Hamblen,11103,2687320.00,
2021,DOE,Hamblen,2378,388912.00,
2021,DOE,Hamblen,1170,160906.00,
2021,DOE,Hamblen,11102,193292.00,
2021,DOE,Hamblen,533,70000.00,
2021,DOE,Hamblen,10121,2311034.00,
2021,DOE,Hamblen,10121,8982341.00,
2021,DOE,Hamblen,1344,59223.00,
2021,DOE,Hamblen,2708,2465992.00,
2021,DOE,Hamblen,126,76397.00,
2021,DOE,Hamblen,2378,2000000.00,
2021,DOE,Hamblen,445,49261.00,
2021,DOE,Hamblen,7136,3833258.00,
2021,DOE,Hamblen,7470,1531939.00,
2021,DOE,Hamblen,9959,219410.00,
2021,DOE,Hamblen,115,624192.00,
2021,DOE,Hamblen,146,266650.00,
2021,DOE,Hamblen,100,648221.00,
2021,DOE,Hamilton,163,462736.00,
2021,DOE,Hamilton,54569,683227.00,
2021,DOE,Hamilton,614,248249.00,
2021,DOE,Hamilton,44056,180000.00,
2021,DOE,Hamilton,79,5728.00,
2021,DOE,Hamilton,54569,12287232.00,
2021,DOE,Hamilton,4874,2847773.00,
2021,DOE,Hamilton,69,69757.00,
2021,DOE,Hamilton,9312,1539746.00,
2021,DOE,Hamilton,3108,427433.00,
2021,DOE,Hamilton,158,15122.00,
2021,DOE,Hamilton,54561,883749.00,
2021,DOE,Hamilton,1491,101000.00,
2021,DOE,Hamilton,45179,10712854.00,
2021,DOE,Hamilton,45179,40530275.00,
2021,DOE,Hamilton,11585,59223.00,
2021,DOE,Hamilton,4227,69000.00,
2021,DOE,Hamilton,11378,10140704.00,
2021,DOE,Hamilton,562,270140.00,
2021,DOE,Hamilton,9312,2000000.00,
2021,DOE,Hamilton,1193,87013.00,
2021,DOE,Hamilton,5016,250800.00,
2021,DOE,Hamilton,22216,9084154.00,
2021,DOE,Hamilton,25945,2972873.00,
2021,DOE,Hamilton,43273,674460.00,
